Time (s),A0 (g)
1.00028,0.08
1.00118,0.15
1.002096,0.11
1.003024,0.11
1.003944,0.18
1.004872,-0.14
1.005808,0.15
1.006728,0.01
1.007644,-0.1
1.00858,0.11
1.0095,0.01
1.010408,0.08
1.011308,0.18
1.012228,-0.17
1.013168,0.11
1.014088,-0.07
1.015024,0.08
1.015936,0.11
1.016856,-0.14
1.017792,0.11
1.018708,-0.14
1.01964,0.08
1.020556,-0.03
1.021484,0.18
1.022404,-0.17
1.023336,0.08
1.024244,0.11
1.025164,-0.03
1.026096,0.15
1.027016,-0.03
1.027936,0.18
1.02886,0.08
1.029772,0.11
1.030696,0.18
1.031616,-0.14
1.032552,0.18
1.033472,-0.14
1.034412,0.15
1.035332,0.08
1.036244,0.04
1.037152,0.15
1.038068,-0.14
1.039004,0.15
1.039924,-0.07
1.040856,0.15
1.041776,0.01
1.042688,0.08
1.0436,0.11
1.04452,-0.21
1.045448,0.15
1.046356,0.08
1.04726,0.04
1.048168,0.11
1.049088,0.08
1.05,0.08
1.050912,0.15
1.051832,0.08
1.052744,-0.03
1.053672,0.18
1.054592,-0.07
1.055512,0.11
1.056428,0.18
1.05734,0.01
1.058252,0.08
1.059164,0.22
1.060092,0.04
1.061012,0.11
1.061936,-0.14
1.062872,0.11
1.063788,-0.1
1.064728,0.22
1.065644,-0.1
1.066576,0.11
1.067496,-0.17
1.068424,0.11
1.06934,-0.07
1.070264,0.15
1.071188,-0.07
1.07212,0.15
1.07304,0.11
1.073952,-0.03
1.07488,0.11
1.075792,-0.07
1.076728,0.15
1.077648,0.11
1.078568,-0.07
1.079496,0.18
1.080412,-0.1
1.08134,0.15
1.082256,0.08
1.083164,-0.17
1.084096,0.11
1.085012,-0.14
1.085952,0.15
1.086872,-0.14
1.087808,0.15
1.088728,0.08
1.08964,-0.17
1.090572,0.15
1.091496,0.08
1.092396,-0.07
1.093316,0.22
1.094232,-0.03
1.09516,0.11
1.09608,0.11
1.097,0.08
1.097912,0.11
1.098832,0.08
1.099744,0.11
1.100664,-0.1
1.1016,0.18
1.102516,0.04
1.103424,0.11
1.10434,-0.17
1.105272,0.15
1.106184,0.11
1.107112,0.08
1.108024,0.11
1.108944,-0.03
1.109864,0.15
1.110784,-0.1
1.111716,0.15
1.112636,0.04
1.113552,0.08
1.114472,0.22
1.115388,-0.17
1.11632,0.15
1.117232,0.08
1.118152,0.01
1.11906,0.15
1.119976,0.01
1.120892,0.04
1.121808,0.11
1.122736,-0.14
1.12368,0.15
1.1246,0.01
1.125512,0.08
1.126428,0.15
1.127348,0.01
1.128264,0.08
1.129164,0.11
1.130084,-0.03
1.131016,0.08
1.131928,0.18
1.132848,-0.17
1.13378,0.11
1.134704,-0.1
1.135644,0.15
1.136568,0.08
1.137472,-0.03
1.138396,0.11
1.139308,-0.17
1.14024,0.15
1.14116,0.08
1.142072,-0.17
1.143008,0.11
1.143928,-0.03
1.144856,0.11
1.145776,0.11
1.146692,0.04
1.147604,0.11
1.148524,-0.1
1.149456,0.22
1.150372,-0.14
1.151304,0.22
1.152228,-0.17
1.153168,0.11
1.154088,-0.17
1.15502,0.18
1.15594,-0.14
1.156872,0.15
1.157784,0.04
1.1587,0.04
1.159616,0.15
1.160544,0.01
1.161452,0.11
1.162372,0.18
1.163292,-0.17
1.164224,0.15
1.16514,-0.07
1.166064,0.15
1.166976,0.18
1.167904,-0.1
1.168836,0.18
1.16976,-0.17
1.170692,0.15
1.171616,0.11
1.172536,-0.14
1.173472,0.15
1.17438,0.11
1.1753,-0.07
1.17622,0.11
1.17714,-0.1
1.178076,0.15
1.179,0.08
1.179912,-0.03
1.18084,0.11
1.18176,-0.1
1.1827,0.15
1.183624,0.11
1.18454,0.04
1.185444,0.15
1.186356,0.22
1.187276,-0.1
1.188208,0.15
1.189128,0.08
1.19004,0.04
1.190952,0.15
1.19188,-0.14
1.192808,0.18
1.193728,0.11
1.194652,-0.17
1.195584,0.15
1.196504,0.22
1.19742,-0.14
1.198352,0.11
1.199276,-0.17
1.200208,0.18
1.201128,0.18
1.202048,-0.14
1.202976,0.15
1.203888,0.08
1.204804,-0.21
1.205744,0.18
1.206664,-0.17
1.207596,0.15
1.20852,0.11
1.209436,-0.03
1.21036,0.11
1.211276,-0.14
1.212204,0.11
1.213124,-0.14
1.214056,0.15
1.214976,-0.1
1.215908,0.15
1.216832,0.01
1.217748,0.08
1.218664,0.08
1.219576,-0.17
1.220508,0.15
1.22142,0.11
1.222332,-0.17
1.22326,0.15
1.22418,-0.07
1.225112,0.11
1.226032,0.11
1.226952,0.08
1.227864,0.15
1.228784,0.11
1.229704,0.15
1.230624,0.18
1.231548,-0.1
1.23248,0.11
1.233392,-0.1
1.234324,0.15
1.23524,0.08
1.236152,-0.17
1.237084,0.15
1.238008,-0.1
1.23894,0.11
1.23986,-0.1
1.240792,0.15
1.241704,0.11
1.242632,0.08
1.243544,0.15
1.24446,0.08
1.245372,0.04
1.246284,0.15
1.2472,-0.14
1.248144,0.15
1.249056,0.11
1.249976,0.08
1.250888,0.18
1.251816,-0.21
1.252752,0.11
1.253672,0.01
1.254588,0.11
1.255512,0.11
1.256436,0.04
1.257348,0.11
1.258268,-0.07
1.259188,0.08
1.260096,0.15
1.261024,0.08
1.261936,-0.1
1.262868,0.18
1.263792,-0.1
1.264724,0.18
1.265648,-0.17
1.26658,0.18
1.267496,-0.1
1.268424,0.15
1.269332,0.11
1.270252,-0.07
1.271176,0.22
1.272104,0.08
1.273024,0.11
1.273944,0.08
1.274856,-0.21
1.275792,0.15
1.276704,0.11
1.27762,0.08
1.278532,0.11
1.279452,-0.07
1.280376,0.18
1.2813,0.04
1.282212,0.11
1.283136,-0.07
1.284064,0.11
1.284984,0.08
1.2859,0.04
1.286812,0.15
1.287728,0.04
1.288652,0.08
1.289568,0.18
1.290488,-0.21
1.291416,0.11
1.29234,-0.1
1.293272,0.11
1.294184,-0.14
1.295116,0.15
1.296036,0.04
1.296948,0.08
1.297864,0.11
1.298784,-0.14
1.29972,0.15
1.30064,0.04
1.301552,0.15
1.30248,0.11
1.303388,-0.17
1.304316,0.18
1.305228,0.11
1.306152,0.08
1.307064,0.08
1.307976,-0.14
1.308912,0.15
1.309832,0.01
1.310744,0.08
1.311664,0.11
1.31258,-0.14
1.313512,0.15
1.31442,-0.07
1.315344,0.15
1.31626,-0.1
1.317188,0.15
1.318112,0.11
1.319032,0.08
1.319944,0.18
1.320864,-0.17
1.321792,0.18
1.322708,0.11
1.323628,0.11
1.324552,0.22
1.325484,-0.17
1.326416,0.15
1.327332,0.11
1.328252,0.04
1.329164,0.15
1.330088,0.08
1.330992,0.01
1.331908,0.15
1.332828,0.01
1.333744,0.08
1.334664,0.11
1.335584,-0.17
1.33652,0.15
1.337436,0.11
1.338356,0.08
1.339268,0.11
1.340184,0.11
1.3411,0.08
1.342012,0.15
1.342936,0.08
1.343848,0.08
1.344768,0.08
1.34568,-0.03
1.346608,0.11
1.347532,0.08
1.348436,0.15
1.349348,0.01
1.350252,-0.07
1.351176,0.11
1.352096,-0.07
1.353024,0.11
1.353944,0.11
1.354864,-0.03
1.355792,0.18
1.356712,-0.14
1.35764,0.18
1.358556,0.08
1.35946,0.01
1.36038,0.15
1.361296,0.11
1.362212,0.04
1.363128,0.18
1.364056,-0.07
1.364984,0.22
1.365908,0.04
1.36682,0.15
1.367736,0.11
1.368652,-0.17
1.369588,0.11
1.370512,-0.1
1.371436,0.18
1.372356,0.11
1.373276,-0.03
1.3742,0.18
1.37512,-0.07
1.37604,0.15
1.376952,0.04
1.377868,-0.17
1.378804,0.15
1.379728,0.11
1.380648,0.04
1.381564,0.18
1.382488,0.08
1.383396,0.11
1.384316,-0.03
1.385236,0.18
1.386152,-0.03
1.38708,0.08
1.388,0.01
1.388916,0.15
1.38984,0.11
1.39076,-0.14
1.391696,0.15
1.392616,0.08
1.393528,0.08
1.394428,0.15
1.39534,-0.03
1.396264,0.15
1.397176,0.11
1.398104,0.15
1.399032,0.08
1.399944,0.08
1.400856,0.22
1.40178,-0.07
1.402704,0.15
1.403616,0.04
1.404532,0.08
1.405444,0.11
1.406364,-0.07
1.407288,0.08
1.408196,0.11
1.409124,-0.07
1.410056,0.11
1.410976,0.11
1.4119,0.01
1.412812,0.15
1.413728,0.11
1.414656,0.08
1.415576,0.15
1.416496,0.01
1.417404,0.08
1.418316,0.22
1.419236,-0.07
1.420164,0.11
1.421084,-0.14
1.422016,0.15
1.42294,0.11
1.423868,0.11
1.424796,0.11
1.42572,-0.17
1.426652,0.11
1.427576,0.11
1.428496,0.11
1.42942,0.22
1.430336,-0.14
1.43126,0.11
1.432172,0.04
1.433092,0.18
1.434016,0.11
1.434936,-0.07
1.435864,0.15
1.436784,0.04
1.4377,0.18
1.438624,0.01
1.439532,0.11
1.440448,0.11
1.441356,-0.14
1.442292,0.15
1.443212,0.11
1.444136,0.18
1.445064,0.08
1.445976,0.08
1.446888,0.22
1.44782,-0.03
1.448748,0.11
1.449668,-0.14
1.450604,0.15
1.451528,0.11
1.452444,0.01
1.453356,0.15
1.454276,-0.17
1.455208,0.11
1.456128,0.01
1.457044,0.04
1.457956,0.11
1.458876,-0.03
1.4598,0.18
1.46072,-0.17
1.461652,0.15
1.462576,0.11
1.4635,0.08
1.464412,0.15
1.465332,0.08
1.466244,-0.03
1.467164,0.11
1.468084,-0.1
1.469016,0.11
1.46994,0.11
1.470868,-0.03
1.4718,0.11
1.47272,-0.17
1.47366,0.11
1.474584,-0.21
1.475528,0.15
1.476436,-0.03
1.477356,0.11
1.478268,0.11
1.479188,-0.14
1.480128,0.11
1.481048,-0.17
1.481988,0.15
1.482912,0.11
1.483832,0.15
1.48476,0.08
1.485668,0.08
1.48658,0.11
1.4875,-0.07
1.488424,0.15
1.489336,0.01
1.490252,0.08
1.491164,0.08
1.49208,-0.1
1.493012,0.18
1.493936,-0.1
1.494872,0.11
1.495788,-0.1
1.49672,0.18
1.49764,0.08
1.498552,-0.1
1.499484,0.18
1.500404,-0.14
1.50134,0.18
1.50226,-0.14
1.503196,0.18
1.50412,0.11
1.505044,0.08
1.505956,0.15
1.506876,0.11
1.507804,-0.03
1.508736,0.11
1.509656,-0.14
1.5106,0.15
1.51152,-0.07
1.512448,0.11
1.513364,0.11
1.514276,0.04
1.515184,-0.03
1.516104,0.15
1.517024,0.04
1.51794,0.04
1.51886,0.18
1.519784,-0.07
1.520712,0.15
1.521632,0.08
1.52254,-0.14
1.523472,0.18
1.524388,-0.07
1.525308,0.15
1.526228,-0.07
1.52716,0.15
1.52808,-0.1
1.529012,0.15
1.529936,0.04
1.530852,0.08
1.531768,0.15
1.53268,0.11
1.533604,0.04
1.534516,0.15
1.535436,0.11
1.536356,0.08
1.537268,0.18
1.538188,-0.14
1.539128,0.11
1.540048,-0.17
1.540992,0.15
1.541908,-0.07
1.542832,0.18
1.543756,-0.14
1.544696,0.18
1.545624,0.01
1.546548,0.08
1.54746,0.11
1.548388,-0.17
1.54932,0.18
1.550244,0.11
1.55116,-0.17
1.552088,0.11
1.553012,-0.14
1.553948,0.11
1.554872,-0.1
1.5558,0.15
1.556724,-0.14
1.55766,0.15
1.55858,-0.07
1.559508,0.18
1.56042,0.11
1.561332,-0.17
1.562256,0.15
1.563168,0.18
1.564088,-0.21
1.56502,0.15
1.565944,0.01
1.566856,0.11
1.567776,0.01
1.568688,-0.07
1.569608,0.18
1.57052,0.22
1.571428,-0.14
1.57236,0.18
1.57328,0.11
1.5742,0.08
1.57512,0.18
1.57604,-0.1
1.576972,0.15
1.577896,0.08
1.5788,0.01
1.579708,0.11
1.580628,-0.17
1.581564,0.11
1.582488,-0.14
1.583416,0.15
1.584328,0.11
1.585248,0.11
1.586172,0.18
1.587096,-0.14
1.588024,0.15
1.588936,0.11
1.58986,0.04
1.590776,0.18
1.591704,-0.07
1.592632,0.11
1.593552,-0.07
1.594476,0.11
1.595396,0.11
1.596316,0.08
1.59722,0.15
1.598136,0.11
1.599052,0.11
1.599976,0.08
1.600888,-0.14
1.60182,0.11
1.602744,-0.1
1.603676,0.11
1.6046,0.22
1.60552,-0.1
1.606448,0.15
1.607356,0.01
1.60826,0.08
1.609168,0.18
1.610096,-0.1
1.611028,0.18
1.611952,-0.14
1.612888,0.18
1.613808,0.18
1.614728,-0.14
1.615656,0.15
1.616568,0.04
1.617484,0.04
1.618396,0.15
1.619312,0.08
1.620224,0.08
1.621144,0.15
1.622064,0.08
1.622976,0.04
1.623884,0.18
1.624804,-0.03
1.625728,0.11
1.626648,-0.14
1.627584,0.15
1.628504,0.01
1.629412,0.15
1.630328,0.11
1.631252,-0.03
1.632176,0.22
1.6331,-0.07
1.634024,0.15
1.634936,0.08
1.635856,0.11
1.636776,0.08
1.637688,0.08
1.6386,0.18
1.63952,-0.17
1.640448,0.08
1.641352,0.11
1.642268,-0.17
1.643192,0.11
1.644116,0.08
1.645032,-0.1
1.645964,0.18
1.646888,-0.14
1.647824,0.15
1.648744,-0.1
1.649676,0.15
1.6506,0.01
1.651508,0.15
1.65242,0.11
1.653332,-0.17
1.654264,0.15
1.65518,-0.1
1.656116,0.18
1.65704,-0.1
1.657972,0.11
1.658896,-0.03
1.659824,0.11
1.66074,0.11
1.66166,-0.17
1.662592,0.11
1.663512,0.11
1.664436,0.15
1.665352,0.11
1.666276,-0.1
1.667208,0.11
1.668128,-0.07
1.669064,0.15
1.669976,0.08
1.670884,0.15
1.6718,0.22
1.672732,-0.14
1.673672,0.15
1.674592,0.11
1.675512,0.04
1.676428,0.15
1.677344,0.08
1.67826,-0.03
1.67918,0.15
1.680096,-0.1
1.681032,0.18
1.681952,0.04
1.682864,0.08
1.683776,0.11
1.684696,-0.17
1.685628,0.15
1.686552,0.11
1.687472,0.11
1.688388,0.11
1.6893,-0.1
1.690224,0.11
1.691144,-0.17
1.692076,0.15
1.693,0.08
1.693912,-0.17
1.694844,0.15
1.695768,-0.03
1.696696,0.15
1.697608,0.11
1.698524,0.11
1.699436,0.18
1.700356,-0.17
1.701288,0.11
1.702204,0.11
1.703128,0.11
1.704056,0.26
1.704984,-0.1
1.705924,0.15
1.70684,0.11
1.707756,0.11
1.708676,0.08
1.709592,0.11
1.710512,0.11
1.711436,0.04
1.712348,0.18
1.713264,-0.07
1.714192,0.11
1.715112,0.18
1.716028,0.04
1.71694,0.01
1.717852,0.15
1.718776,0.08
1.719688,-0.17
1.72062,0.11
1.721544,-0.1
1.722476,0.15
1.723396,0.08
1.724308,-0.07
1.725228,0.11
1.726148,0.01
1.72706,-0.03
1.727992,0.11
1.728912,-0.17
1.729852,0.15
1.730776,0.04
1.731692,0.08
1.732608,0.11
1.733528,-0.1
1.734448,0.15
1.735356,0.01
1.736264,0.11
1.73718,0.08
1.738096,0.08
1.739008,0.11
1.739928,-0.17
1.740868,0.11
1.741792,-0.17
1.742736,0.15
1.743652,0.08
1.744564,0.04
1.745476,0.15
1.746396,0.08
1.747308,-0.17
1.74824,0.15
1.749156,0.11
1.75008,0.08
1.751,0.18
1.751916,-0.17
1.752848,0.18
1.753764,0.08
1.754676,-0.17
1.755616,0.11
1.756536,-0.17
1.75748,0.15
1.758392,0.01
1.7593,0.08
1.760208,0.15
1.761128,0.11
1.762048,0.08
1.76296,0.11
1.763884,0.08
1.7648,0.04
1.765712,0.15
1.76664,0.11
1.76756,0.08
1.768472,0.11
1.769388,-0.17
1.770312,0.18
1.771228,0.11
1.772148,0.11
1.773072,0.08
1.773992,0.04
1.774908,0.11
1.775832,-0.1
1.776772,0.18
1.777696,-0.14
1.778632,0.11
1.779548,-0.1
1.780476,0.11
1.781388,0.18
1.782304,-0.07
1.783228,0.15
1.784152,0.11
1.785076,0.01
1.785996,0.18
1.78692,-0.14
1.787856,0.18
1.788772,0.11
1.789692,0.04
1.790604,0.11
1.791528,-0.14
1.79246,0.18
1.79338,-0.1
1.794312,0.15
1.795228,-0.1
1.796164,0.15
1.797088,0.04
1.797996,0.11
1.798924,0.11
1.799844,-0.03
1.800768,0.15
1.801696,0.08
1.802608,0.18
1.803528,0.04
1.804436,0.18
1.805356,-0.14
1.806292,0.18
1.807204,0.08
1.808116,-0.17
1.809048,0.11
1.809968,-0.1
1.810908,0.15
1.811832,0.08
1.812744,0.08
1.813656,0.18
1.814576,-0.17
1.815512,0.15
1.81642,0.08
1.817324,-0.03
1.818244,0.18
1.819164,-0.1
1.8201,0.11
1.821024,-0.07
1.82196,0.11
1.82288,-0.14
1.823816,0.08
1.824728,0.15
1.82564,0.01
1.826556,0.01
1.827468,0.15
1.828384,0.04
1.829292,0.08
1.830204,0.11
1.831128,-0.21
1.832072,0.15
1.832992,0.11
1.833916,0.11
1.834836,0.15
1.835752,0.01
1.836668,0.04
1.837588,0.11
1.838516,-0.17
1.839448,0.15
1.840368,0.11
1.841292,0.04
1.842204,0.18
1.843128,-0.17
1.844056,0.11
1.844972,0.01
1.845884,0.11
1.846808,0.11
1.847728,-0.1
1.84866,0.15
1.849584,0.08
1.850496,0.01
1.851404,0.15
1.852324,0.11
1.853236,0.01
1.85414,0.22
1.85506,0.01
1.85598,0.11
1.856904,0.11
1.857832,-0.07
1.85876,0.11
1.859684,-0.17
1.86062,0.11
1.861544,-0.17
1.862472,0.15
1.86338,0.22
1.864296,-0.14
1.865224,0.15
1.866152,0.08
1.867064,0.04
1.86798,0.15
1.868904,0.04
1.86982,0.04
1.87074,0.15
1.87166,0.01
1.872572,0.04
1.873484,0.15
1.8744,0.11
1.875316,0.11
1.876236,0.18
1.877152,-0.07
1.878084,0.11
1.879008,0.08
1.879912,-0.07
1.88084,0.15
1.881752,0.11
1.882668,0.08
1.883584,0.11
1.884504,0.08
1.885408,0.04
1.886324,0.15
1.88724,0.11
1.888156,0.04
1.889068,0.15
1.889984,0.11
1.8909,0.11
1.891824,0.11
1.892744,0.08
1.893656,0.11
1.894576,-0.07
1.895504,0.15
1.896416,0.11
1.89734,0.11
1.89826,0.11
1.899172,-0.14
1.900104,0.15
1.901024,-0.14
1.90196,0.18
1.90288,-0.14
1.903816,0.15
1.904736,0.01
1.905648,0.08
1.90656,0.11
1.907476,-0.07
1.908396,0.11
1.909308,0.11
1.910228,-0.14
1.911168,0.11
1.912088,-0.1
1.91302,0.15
1.913944,0.11
1.914864,-0.1
1.915796,0.18
1.916712,-0.14
1.917648,0.11
1.918572,0.04
1.919492,0.11
1.920412,0.11
1.921332,0.04
1.922244,0.11
1.923164,-0.1
1.9241,0.11
1.925024,-0.1
1.925948,0.11
1.926868,0.11
1.927788,-0.03
1.92872,0.22
1.92964,-0.03
1.930576,0.15
1.931496,0.01
1.932404,0.04
1.933316,0.26
1.934236,-0.07
1.935156,0.18
1.936076,0.11
1.936996,-0.17
1.937932,0.15
1.938856,0.18
1.939776,-0.17
1.940708,0.18
1.941632,0.22
1.942552,0.04
1.943476,0.15
1.944388,0.11
1.9453,-0.17
1.946224,0.15
1.947152,-0.07
1.94808,0.15
1.949,0.11
1.94992,0.11
1.950848,0.11
1.951768,0.04
1.952692,0.11
1.953612,-0.14
1.954544,0.15
1.955452,0.11
1.95638,-0.03
1.957304,0.15
1.958228,0.04
1.959148,0.11
1.960072,0.11
1.961,0.11
1.961928,0.11
1.962848,-0.03
1.963768,0.15
1.96468,0.01
1.965592,0.04
1.966504,0.15
1.967424,0.04
1.96834,0.11
1.969268,0.22
1.970188,-0.1
1.971124,0.11
1.972044,-0.07
1.972968,0.18
1.97388,0.11
1.974808,0.08
1.97572,0.11
1.97664,-0.1
1.977572,0.15
1.978496,-0.03
1.979416,0.11
1.98034,0.11
1.98126,-0.03
1.98218,0.15
1.9831,0.04
1.98402,0.11
1.984944,0.11
1.985872,0.01
1.986788,0.11
1.987712,-0.17
1.988652,0.18
1.989576,-0.14
1.990504,0.11
1.99142,-0.14
1.992348,0.15
1.99326,0.11
1.99418,0.08
1.995096,0.18
1.996016,-0.03
1.996944,0.08
1.997856,-0.07
1.998792,0.15
1.999708,0.11
2.000628,-0.07
